1;'I';'I';' ';null;null;null; 'Certain infectious and parasitic diseases';'description';false
2;'A00-A09';'I';'A';null;null;null; 'Intestinal infectious diseases';'description';false
3;'A00';'I';'A';0;null;null; 'Cholera';'description';false
4;'A00.0';'I';'A';0;0;null; 'Cholera due to Vibrio cholerae 01, biovar cholerae';'description';false
5;'A00.1';'I';'A';0;1;null; 'Cholera due to Vibrio cholerae 01, biovar eltor';'description';false
6;'A00.9';'I';'A';0;9;null; 'Cholera, unspecified';'description';false
7;'A01';'I';'A';1;null;null; 'Typhoid and paratyphoid fevers';'description';false
8;'A01.0';'I';'A';1;0;null; 'Typhoid fever';'description';false
9;'A01.1';'I';'A';1;1;null; 'Paratyphoid fever A';'description';false
10;'A01.2';'I';'A';1;2;null; 'Paratyphoid fever B';'description';false
11;'A01.3';'I';'A';1;3;null; 'Paratyphoid fever C';'description';false
12;'A01.4';'I';'A';1;4;null; 'Paratyphoid fever, unspecified';'description';false
13;'A02';'I';'A';2;null;null; 'Other salmonella infections';'description';false
14;'A02.0';'I';'A';2;0;null; 'Salmonella enteritis';'description';false
15;'A02.1';'I';'A';2;1;null; 'Salmonella sepsis';'description';false
16;'A02.2';'I';'A';2;2;null; 'Localized salmonella infections';'description';false
17;'A02.8';'I';'A';2;8;null; 'Other specified salmonella infections';'description';false
18;'A02.9';'I';'A';2;9;null; 'Salmonella infection, unspecified';'description';false
19;'A03';'I';'A';3;null;null; 'Shigellosis';'description';false
20;'A03.0';'I';'A';3;0;null; 'Shigellosis due to Shigella dysenteriae';'description';false
21;'A03.1';'I';'A';3;1;null; 'Shigellosis due to Shigella flexneri';'description';false
22;'A03.2';'I';'A';3;2;null; 'Shigellosis due to Shigella boydii';'description';false
23;'A03.3';'I';'A';3;3;null; 'Shigellosis due to Shigella sonnei';'description';false
24;'A03.8';'I';'A';3;8;null; 'Other shigellosis';'description';false
25;'A03.9';'I';'A';3;9;null; 'Shigellosis, unspecified';'description';false
26;'A04';'I';'A';4;null;null; 'Other bacterial intestinal infections';'description';false
27;'A04.0';'I';'A';4;0;null; 'Enteropathogenic Escherichia coli infection';'description';false
28;'A04.1';'I';'A';4;1;null; 'Enterotoxigenic Escherichia coli infection';'description';false
29;'A04.2';'I';'A';4;2;null; 'Enteroinvasive Escherichia coli infection';'description';false
30;'A04.3';'I';'A';4;3;null; 'Enterohaemorrhagic Escherichia coli infection';'description';false
31;'A04.4';'I';'A';4;4;null; 'Other intestinal Escherichia coli infections';'description';false
32;'A04.5';'I';'A';4;5;null; 'Campylobacter enteritis';'description';false
33;'A04.6';'I';'A';4;6;null; 'Enteritis due to Yersinia enterocolitica';'description';false
34;'A04.7';'I';'A';4;7;null; 'Enterocolitis due to Clostridium difficile';'description';false
35;'A04.8';'I';'A';4;8;null; 'Other specified bacterial intestinal infections';'description';false
36;'A04.9';'I';'A';4;9;null; 'Bacterial intestinal infection, unspecified';'description';false
37;'A05';'I';'A';5;null;null; 'Other bacterial foodborne intoxications, not elsewhere classified';'description';false
38;'A05.0';'I';'A';5;0;null; 'Foodborne staphylococcal intoxication';'description';false
39;'A05.1';'I';'A';5;1;null; 'Botulism';'description';false
40;'A05.2';'I';'A';5;2;null; 'Foodborne Clostridium perfringens [Clostridium welchii] intoxication';'description';false
41;'A05.3';'I';'A';5;3;null; 'Foodborne Vibrio parahaemolyticus intoxication';'description';false
42;'A05.4';'I';'A';5;4;null; 'Foodborne Bacillus cereus intoxication';'description';false
43;'A05.8';'I';'A';5;8;null; 'Other specified bacterial foodborne intoxications';'description';false
44;'A05.9';'I';'A';5;9;null; 'Bacterial foodborne intoxication, unspecified';'description';false
45;'A06';'I';'A';6;null;null; 'Amoebiasis';'description';false
46;'A06.0';'I';'A';6;0;null; 'Acute amoebic dysentery';'description';false
47;'A06.1';'I';'A';6;1;null; 'Chronic intestinal amoebiasis';'description';false
48;'A06.2';'I';'A';6;2;null; 'Amoebic nondysenteric colitis';'description';false
49;'A06.3';'I';'A';6;3;null; 'Amoeboma of intestine';'description';false
50;'A06.4';'I';'A';6;4;null; 'Amoebic liver abscess';'description';false
51;'A06.5';'I';'A';6;5;null; 'Amoebic lung abscess';'description';false
52;'A06.6';'I';'A';6;6;null; 'Amoebic brain abscess';'description';false
53;'A06.7';'I';'A';6;7;null; 'Cutaneous amoebiasis';'description';false
54;'A06.8';'I';'A';6;8;null; 'Amoebic infection of other sites';'description';false
55;'A06.9';'I';'A';6;9;null; 'Amoebiasis, unspecified';'description';false
56;'A07';'I';'A';7;null;null; 'Other protozoal intestinal diseases';'description';false
57;'A07.0';'I';'A';7;0;null; 'Balantidiasis';'description';false
58;'A07.1';'I';'A';7;1;null; 'Giardiasis [lambliasis]';'description';false
59;'A07.2';'I';'A';7;2;null; 'Cryptosporidiosis';'description';false
60;'A07.3';'I';'A';7;3;null; 'Isosporiasis';'description';false
61;'A07.8';'I';'A';7;8;null; 'Other specified protozoal intestinal diseases';'description';false
62;'A07.9';'I';'A';7;9;null; 'Protozoal intestinal disease, unspecified';'description';false
63;'A08';'I';'A';8;null;null; 'Viral and other specified intestinal infections';'description';false
64;'A08.0';'I';'A';8;0;null; 'Rotaviral enteritis';'description';false
65;'A08.1';'I';'A';8;1;null; 'Acute gastroenteropathy due to Norovirus';'description';false
66;'A08.2';'I';'A';8;2;null; 'Adenoviral enteritis';'description';false
67;'A08.3';'I';'A';8;3;null; 'Other viral enteritis';'description';false
68;'A08.4';'I';'A';8;4;null; 'Viral intestinal infection, unspecified';'description';false
69;'A08.5';'I';'A';8;5;null; 'Other specified intestinal infections';'description';false
70;'A09';'I';'A';9;null;null; 'Other gastroenteritis and colitis of infectious and unspecified origin';'description';false
71;'A09.0';'I';'A';9;0;null; 'Other and unspecified gastroenteritis and colitis of infectious origin';'description';false
72;'A09.9';'I';'A';9;9;null; 'Gastroenteritis and colitis of unspecified origin';'description';false
73;'A15-A19';'I';'A';null;null;null; 'Tuberculosis';'description';false
74;'A15';'I';'A';15;null;null; 'Respiratory tuberculosis, bacteriologically and histologically confirmed';'description';false
75;'A15.0';'I';'A';15;0;null; 'Tuberculosis of lung, confirmed by sputum microscopy with or without culture';'description';false
76;'A15.1';'I';'A';15;1;null; 'Tuberculosis of lung, confirmed by culture only';'description';false
77;'A15.2';'I';'A';15;2;null; 'Tuberculosis of lung, confirmed histologically';'description';false
78;'A15.3';'I';'A';15;3;null; 'Tuberculosis of lung, confirmed by unspecified means';'description';false
79;'A15.4';'I';'A';15;4;null; 'Tuberculosis of intrathoracic lymph nodes, confirmed bacteriologically and histologically';'description';false
80;'A15.5';'I';'A';15;5;null; 'Tuberculosis of larynx, trachea and bronchus, confirmed bacteriologically and histologically';'description';false
81;'A15.6';'I';'A';15;6;null; 'Tuberculous pleurisy, confirmed bacteriologically and histologically';'description';false
82;'A15.7';'I';'A';15;7;null; 'Primary respiratory tuberculosis, confirmed bacteriologically and histologically';'description';false
83;'A15.8';'I';'A';15;8;null; 'Other respiratory tuberculosis, confirmed bacteriologically and histologically';'description';false
84;'A15.9';'I';'A';15;9;null; 'Respiratory tuberculosis unspecified, confirmed bacteriologically and histologically';'description';false
85;'A16';'I';'A';16;null;null; 'Respiratory tuberculosis, not confirmed bacteriologically or histologically';'description';false
86;'A16.0';'I';'A';16;0;null; 'Tuberculosis of lung, bacteriologically and histologically negative';'description';false
87;'A16.1';'I';'A';16;1;null; 'Tuberculosis of lung, bacteriological and histological examination not done';'description';false
88;'A16.2';'I';'A';16;2;null; 'Tuberculosis of lung, without mention of bacteriological or histological confirmation';'description';false
89;'A16.3';'I';'A';16;3;null; 'Tuberculosis of intrathoracic lymph nodes, without mention of bacteriological or histological confirmation';'description';false
90;'A16.4';'I';'A';16;4;null; 'Tuberculosis of larynx, trachea and bronchus, without mention of bacteriological or histological confirmation';'description';false
91;'A16.5';'I';'A';16;5;null; 'Tuberculous pleurisy, without mention of bacteriological or histological confirmation';'description';false
92;'A16.7';'I';'A';16;7;null; 'Primary respiratory tuberculosis without mention of bacteriological or histological confirmation';'description';false
93;'A16.8';'I';'A';16;8;null; 'Other respiratory tuberculosis, without mention of bacteriological or histological confirmation';'description';false
94;'A16.9';'I';'A';16;9;null; 'Respiratory tuberculosis unspecified, without mention of bacteriological or histological confirmation';'description';false
95;'A17';'I';'A';17;null;null; 'Tuberculosis of nervous system';'description';false
96;'A17.0';'I';'A';17;0;null; 'Tuberculous meningitis';'description';false
97;'A17.1';'I';'A';17;1;null; 'Meningeal tuberculoma';'description';false
98;'A17.8';'I';'A';17;8;null; 'Other tuberculosis of nervous system';'description';false
